name,popularity,total_rating,esrb
Monster Jam: Urban Assault,1.666666667,60,3
Ys II,1,41.71721104,
Codename: Tenka,1,55,6
Edna & Harvey: The Breakout - 10th Anniversary Edition,1.333333333,80,
Savage Skies,1.333333333,75,6
Cartoon Network: Punch Time Explosion XL,6.666666667,58.5,
Vs.,1.333333333,80,5
Sega Bass Fishing,22,95.39765495,3
Indianapolis 500 Legends,1,NaN,3
Walt Disney's The Jungle Book Rhythm N' Groove,1.666666667,69,
Petz: Saddle Club,1.666666667,63.75,
Just Dance Wii U,1.333333333,65,
Cyberia,1.333333333,77.51923632,
Killer7,1.333333333,90,6
Million Arthur,2.333333333,NaN,
The Penguins of Madagascar: Dr. Blowhole Returns – Again!,1.666666667,79.75,3
Rugby 15,1.333333333,69.89226243,
Ys VIII: Lacrimosa of Dana,1.333333333,74.375,5
Build 'n Race,1.666666667,NaN,3
Lost Heroes,1,80,
Astro Boy,1.333333333,NaN,3
Wing Commander IV: The Price of Freedom,1.666666667,68,5
Monster House,10,NaN,4
Metropolismania,2,83.74749548,5
Shin Megami Tensei: Devil Summoner: Raidou Kuzunoha vs. The Soulless Army,1.333333333,NaN,3
Tales of Destiny 2,1.333333333,62.375,5
Guilty Gear XX Accent Core Plus,19,73.47234564,6
Future Basketball,1.666666667,55,
NCAA Football 08,1.666666667,71.63341827,3
Princess Maker 2,1.333333333,78.74607877,
Ephemeral Fantasia,1.333333333,69.31121891,5
SRS: Street Racing Syndicate,1.333333333,83.80379573,5
Winter Sports 2: The Next Challenge,1.333333333,NaN,3
Chameleon,3,NaN,
Meitantei Conan: Saikou no Aibou,27.66666667,NaN,
Ultimate Card Games,3.333333333,63.66666667,3
Tokimeki Memorial: Taisen Tokkaedama,1.333333333,NaN,
Diva Girls: Divas On Ice,1.666666667,62.5,
Sketch! Run!,2.666666667,70,
Natural Doctrine,2,81.5,
Lara Croft and the Temple of Osiris,1.333333333,75.8125,5
Bleach: Heat the Soul 5,17.66666667,77.36186902,
Koudelka,1.333333333,NaN,6
Disgaea Infinite,1.333333333,75,
Virtua Fighter CG Portrait Series Vol. 2: Jacky Bryant,1.333333333,70.73889995,
IHRA Drag Racing Sportsman Edition,1.333333333,80,
Famicom Mukashi Banashi: Shin Onigashima,1.333333333,74.9375,
Don King Boxing,5.666666667,79.32920859,
Escape Dead Island,3.333333333,60,
Animal Planet: Emergency Vets,2,79.90815215,3
Martian Panic,1,NaN,5
America's Army: True Soldiers,1.333333333,NaN,5
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2.666666667,60.12576957,
"Sesame Street: Ready, Set, Grover! With Elmo the Videogame",1.333333333,34.16666667,
Marvel Nemesis: Rise of the Imperfects,1.333333333,75,5
Wreckin Crew,3.666666667,87.63777482,
Theme Park,1.333333333,65,3
Mario Bros.,1.333333333,69.16089834,3
MX vs. ATV Supercross,1.333333333,70,
Major League Baseball 2K9,1,NaN,3
Rockman EXE 4.5 Real Operation,3.333333333,NaN,
Rescue Heroes: Billy Blazes,1.666666667,72.91666667,
Safecracker: The Ultimate Puzzle Adventure,4.666666667,70,3
Battlefield 2,3,65,5
Frantix,1.333333333,70,3
Sega GT Online,1.333333333,79.48879921,5
J-League Pro Soccer Club o Tsukurou! 5,1.666666667,NaN,
Captain Tsubasa: New Kick Off,1.333333333,52.5,
The Spiderwick Chronicles,3.333333333,72.46670955,4
ZhuZhu Pets 2: Featuring The Wild Bunch,5.333333333,59.59582815,3
SeaWorld Adventure Parks: Shamu's Deep Sea Adventures,1.333333333,NaN,
Prisoner of War,6,67,5
Arslan: the Warriors of Legend,1.666666667,67.40828719,5
S.C.A.R.S.,1.333333333,79.32920859,3
The Secret Saturdays: Beasts of the 5th Sun,1.333333333,66,4
Risen 3: Titan Lords,1.333333333,NaN,6
The King of Fighters '98,1.333333333,51,5
Air Conflicts: Secret Wars,1.333333333,NaN,5
Eledees: The Adventures of Kai and Zero,2.333333333,69.83333333,
Pac-Man and the Ghostly Adventures,1.333333333,NaN,
Dead or Alive 5,1.333333333,70,6
ESPN NFL PrimeTime 2002,2.666666667,74.64705882,
Wildlife Park 3,2.333333333,NaN,
101-in-1 Sports Megamix,4.666666667,51,
007: From Russia with Love,21.33333333,68.33333333,5
Sniper: Ghost Warrior 2,1,65,6
Warriors Orochi 3 Hyper,1.333333333,68.75,5
Zoids: Legacy,1.333333333,NaN,
Kidou Senshi Gundam 00,1.333333333,63.43856111,
Monster Jam: Path of Destruction,1.333333333,86.48425247,3
Captain America: Super Soldier,22,NaN,5
Major League Baseball 2K12,1.333333333,NaN,3
Onimusha Tactics,1.333333333,NaN,5
Bomberman Jetters,1.333333333,NaN,3
TOCA Race Driver 3,1.333333333,NaN,
Sports Collection,1,65,
Konami Classics Vol. 1,1.666666667,NaN,5
Pac-Man,1.333333333,NaN,3
Charm Girls Club: My Fashion Show,1.333333333,77.66031521,
Disney's Donald Duck: Goin' Quackers,5,51,3
Ultimate Brain Games,4.666666667,50,3
NHL 2K7,1.333333333,NaN,4
The Seven Deadly Sins: Unjust Sin,1.666666667,47.5,
Armorines: Project S.W.A.R.M.,1,54.375,5
Mobile Suit Gundam SEED: Battle Assault,4.666666667,36.66666667,
Chibi Maruko-chan: Harikiri 365-nichi no Maki,1.333333333,48.80562061,
Get fit with Mel B,3.333333333,NaN,
SaGa 3: Jikuu no Hasha - Shadow or Light,1.666666667,89.56532432,
Miami Nights: Singles in the City,1.333333333,49,
Phantom Brave: The Hermuda Triangle,2.333333333,60,
MiniAdventureGolf,1.333333333,20.89918369,
Aliens Versus Predator: Extinction,1.333333333,44.5,5
RTX Red Rock,1.666666667,80,
Nano Assault,2,69.5814703,
X Rebirth,1.333333333,NaN,5
FIFA Street 2,21.33333333,NaN,3
Tokimeki Memorial Girl's Side,1.333333333,NaN,
Naruto Shippuden: Shinobi Rumble,4.333333333,77,5
Shining Force: Resurrection Of The Dark Dragon,2,81.20838384,5
Shining Soul II,16.66666667,NaN,3
Puyo Puyo Da!,1.666666667,69.83333333,
America's Next Top Model,1.666666667,NaN,4
Nikoli's Pencil Puzzle,1.333333333,52.75431842,3
Hello Kitty: Roller Rescue,1.333333333,62.83333333,3
Jikkyou Powerful Pro Yakyuu 12,2.333333333,NaN,
Metal Slug Advance,1.333333333,84.51584859,5
Pac-Man World Rally,2.333333333,83.07999772,3
Gradius Galaxies,1,NaN,
Blazing Angels: Squadrons of WWII,1.333333333,61.66666667,5
Mortal Kombat Kollection,4.666666667,NaN,
Samurai Shodown III: Blades of Blood,2,80,5
Lego Soccer Mania,1,78.3365138,3
Puchi Puchi Virus,1.333333333,59.66666667,
Gundam: The 3D Battle,1.333333333,NaN,
Petz Dogz Family,3.666666667,NaN,
Worms: Open Warfare,1.333333333,71.66666667,4
Ride,3.333333333,68.61553539,3
Deadliest Catch: Sea of Chaos,8.333333333,NaN,
Godzilla Generations,1.333333333,90.79871221,
Strider 2,1.333333333,79.48879921,3
Shellshock 2: Blood Trails,5,NaN,
Forbidden Siren 2,1.333333333,NaN,
Board Game Classics,1.666666667,NaN,3
Supremacy MMA,3.333333333,70,6
Game of Thrones,1,68.5,
Shin Megami Tensei: Digital Devil Saga 2,1.333333333,73.43482013,6
Death Jr. and the Science Fair of DOOM,1.666666667,70,
Steins;Gate,1.666666667,60,6
Super Monkey Ball Adventure,1.666666667,88.27160498,3
Zatch Bell! Mamodo Battles,1.333333333,42.5,5
Dream Day: Wedding Destinations,1.666666667,66,
Face Racers: Photo Finish,1.333333333,70.24718789,3
Bejeweled 3,12,NaN,3
Iron Man and X-O Manowar in Heavy Metal,1.333333333,67.5,5
Derby Stallion 98,1.666666667,65,
Pimp My Ride Street Racing,1.333333333,NaN,3
Exit,1.333333333,NaN,3
God Eater Resurrection,1.333333333,80.6335238,5
Robotron X,1.333333333,79.53392337,5
My Fantasy Wedding,1.333333333,60,
Kamen Rider: Travelers Senki,1.333333333,73.5,
Sushi Academy,1.333333333,60,3
J-League Jikkyo Winning Eleven 97,1.333333333,84.72793382,
The Sims 2: IKEA Home Stuff,5.333333333,50,5
Grand Prix Challenge,3,40,3
Super Robot Taisen OG Saga: Endless Frontier,1.333333333,70.90326628,
Meitantei Conan: Nerawareta Tantei,1.666666667,70,
Smart Bomb,1,75,4
FIFA Soccer 2005,1.333333333,63.75,3
PoPoLoCrois,10,NaN,3
Ken to Mahou to Gakuen Mono. 3,1.666666667,NaN,
NHL 06,4.666666667,NaN,4
Kaijuu Busters Powered,5.666666667,70,
Major League Baseball 2K11,1.333333333,89.65645459,3
Initial D Extreme Stage,10,67.5,
Pinobee: Wings of Adventure,1.333333333,NaN,3
State of Emergency 2,1.333333333,83.5,6
Gintama: Silver Ball Quest - Gin Changed Jobs and Saved the World,1.333333333,85,
My English Coach: Para Hispanoparlantes,2.666666667,60,
Ninjabread Man,2.666666667,73.33333333,3
One Piece Romance Dawn: Bōken no Yoake,1,NaN,
Crush,9,64,
I Am In The Movie,1,NaN,
Fatal Frame III: The Tormented,1.666666667,35,6
Zero: Tsukihami no Kamen,1.333333333,63.24656886,
Ice Age 2: The Meltdown,1,NaN,4
Seven Samurai 20XX,1.666666667,NaN,
10 Minute Solution,1.666666667,72.67268379,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,6,74.78775923,
Jikkyou Powerful Pro Yakyuu 15,1.333333333,69.16089834,
Cloudy with a Chance of Meatballs,1.333333333,NaN,3
Tom Clancy's Splinter Cell: Pandora Tomorrow,2,71.0026095,5
Ultimate Ghosts 'n Goblins,9.333333333,62.5,4
Slayers Royal,1.666666667,80,
Swingerz Golf,1.333333333,78.33333333,3
Pro Evolution Soccer 2008,1.666666667,57.5,
Petz Fantasy: Sunshine Magic,2,77.5,3
C.O.P. The Recruit,2.666666667,NaN,5
Adventure Time: Explore the Dungeon Because I Don't Know!,1.333333333,NaN,4
Toukiden 2,2,83,5
The King of Fighters XIV,2,52.5,5
Tornado Outbreak,1.333333333,82,4
Kira Kira Rainbow Pack,2,88.21766294,
Nobunaga's Ambition: Rise to Power,1.333333333,NaN,
FIFA Soccer 2003,1.333333333,NaN,3
Adventure Time: The Secret of the Nameless Kingdom,3,52.1,4
Little League World Series Baseball 2008,1.666666667,48.11572029,3
DanceDanceRevolution,1.333333333,82.3068408,
"3 in 1: Solitaire, Mahjong, & Tangram",1.333333333,NaN,
Pop'n Music,3.333333333,70,
Outlaw Golf,1,20,6
Worms: A Space Oddity,3,60,4
Steins;Gate Hiyoku Renri no Darling,13,65.5,
Build 'n Bump,1.333333333,NaN,
Monopoly (Japan),1,NaN,
Slam 'n Jam '96 Featuring Magic & Kareem,1.333333333,NaN,
Far Cry Vengeance,1.333333333,NaN,6
Looney Tunes: Acme Arsenal,1.333333333,65,4
Samurai Shodown Sen,1.333333333,NaN,
Bangai-O Spirits,2.666666667,88.11845642,1
NASCAR The Game: Inside Line,2,69,3
Toradora! Portable,1.333333333,62,
The Italian Job,1,69.14285714,5
Smuggler's Run: Warzones,1.666666667,75.83333333,5
Kaidan Restaurant: Ura Menu 100-Sen,1.666666667,61.66666667,
R/C Stunt Copter,4,60,
Nakano Kouichi Kanshuu: Keirinou,1.666666667,84,
Pac-Man and the Ghostly Adventures 2,1,70,
Final Fantasy VI,1.333333333,84.71616992,5
Horrid Henry,1.333333333,74.24006154,
The Hidden,1.333333333,NaN,
Jikkyou Powerful Major League 2009,1.333333333,80,
Princess in Love,1,77,3
The Legend of Alon D'ar,3.666666667,80,
Space Channel 5 Special Edition,1.666666667,80.94254775,
Cate West: The Vanishing Files,1.333333333,100,4
Jimmie Johnson's Anything with an Engine,1,87.31703794,4
Black/Matrix,1.333333333,40,
Big Mutha Truckers,1.333333333,32.5,5
Wolfenstein: The Old Blood,6,67.50686084,6
Qubed,2.666666667,NaN,3
The Sims 3: Fast Lane Stuff,2.333333333,NaN,5
TrackMania DS,1.333333333,77.5,3
Junior Classic Books and Fairytales,2.333333333,54,
The King of Fighters '96,2.333333333,30,4
Prey the Stars,5,NaN,
Knights Contract,7.333333333,30,6
Chronicles of Mystery: The Secret Tree of Life,1.666666667,NaN,4
Uta no Prince-sama All Star After Secret,1.333333333,64.16666667,
The Space Bar,1.666666667,82.3068408,
Bust-A-Move 2: Arcade Edition,1.333333333,NaN,3
Knife Edge: Nose Gunner,1.666666667,54.43632467,3
Puzzle Chronicles,1.333333333,83.76076772,
Wetrix,1.333333333,NaN,3
NHL Breakaway 99,5.666666667,NaN,3
Tony Hawk's Pro Skater 3,1.333333333,76.12159141,5
Iggy's Reckin' Balls,2,85.69699193,3
The Witch and the Hundred Knight,1,NaN,5
Tomb Raider: Underworld,2.333333333,NaN,5
Samurai Western,1.333333333,61.66666667,
"Warhammer 40,000: Dawn of War II - Retribution",1,40,
Line Rider 2: Unbound,15.33333333,NaN,3
Earth Defense Force 2017,1.333333333,66.125,5
Persona 4 Arena Ultimax,1.333333333,70,5
Harry Potter and the Sorcerer's Stone,2.333333333,NaN,3
High Heat Major League Baseball 2004,3.333333333,74.66669503,
TimeSplitters: Future Perfect,1,40,6
Ultimate Shooting Collection,1.333333333,NaN,3
Kenshuui Tendo Dokuta,9.333333333,69.31121891,
Super Sentai Battle Ranger Cross,5.333333333,NaN,
Soul Bubbles,1.666666667,NaN,
Gradius III and IV,15.33333333,NaN,
K-1 Oujya ni Narou!,4,NaN,
AKB1/149 Ren'ai Sōsenkyo,1.333333333,NaN,
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama!,1.666666667,NaN,
Man vs. Wild,2.333333333,51,5
Incredible Crisis,6.666666667,72.25,5
Midway Arcade Treasures 3,22,84.49592311,3
Witches & Vampires Ghost Pirates Of Ashburry,2.666666667,85,
King of Fighters EX 2: Howling Blood,2,20,5
Samurai Shodown III,6.666666667,78.33333333,
Meet the Robinsons,2,69.88110478,4
Cabela's North American Adventures,1.333333333,70.90326628,5
Akiba's Trip,1,70.375,
SD Gundam World: Gachapon Senshi: Scramble Wars,2,NaN,
NBA 10: The Inside,1.333333333,75.7133075,3
Jillian Michaels' Fitness Ultimatum 2010,1.333333333,71.52700981,
Dragon Ball Z: Battle of Z,10.66666667,30,5
Silent Hunter III,1.333333333,71,5
Star Soldier R,1.666666667,84.71616992,
Graffiti Kingdom,1.333333333,40,3
duplicate Shonen Jump's One Piece,1.666666667,NaN,
Chocobo no Fushigi Dungeon,2.333333333,79.9035822,
Goblin Commander: Unleash the Horde,2,87.31703794,5
Serious Sam 3: BFE,3.666666667,NaN,6
MXGP 3,1,40,3
Doraemon: Nobita's Treasure Island,1.333333333,NaN,
Puzzler Mind Gym 3D,1.333333333,55,
Lost Dimension,1.333333333,62,5
Close the Window!,1.333333333,79.53452107,
Puella Magi Madoka Magica: The Battle Pentagram,5.333333333,65.66009867,
Game Boy Advance Video: Cartoon Network Collection - Volume 1,7,45,
Sherlock Holmes: Crimes & Punishments,1.333333333,26.66666667,6
Tempest,1.333333333,80,
A-Train,2,48.50947147,
Hidden invasion,1.666666667,73.14603769,
My Friends,6.666666667,77,
World Series of Poker 2008: Battle for the Bracelets,2,63.00315577,5
Superman: Shadow of Apokolips,1.333333333,56.25,3
Armored Core 3 Portable,1.333333333,68.66666667,
Bleach: Erabareshi Tamashi,2,75,
The Croods: Prehistoric Party!,2,57.40909091,
Sengoku Musou 3: Moushouden,1,70.18352411,
Batman: Dark Tomorrow,7,56.16666667,5
Code Lyoko: Fall of X.A.N.A.,3,69.36726002,3
Looney Tunes Galactic Sports,1.333333333,NaN,
Yuu Yuu Hakusho - Makyou Toitsusen,5.666666667,86.066837,
The First Templar,1.333333333,NaN,5
Rock Revolution,1.666666667,NaN,5
Tactics Ogre: Ogre Battle Series,1.333333333,69.375,
Little League World Series Baseball 2010,1.333333333,NaN,3
The Word Is Not The Thing,2.333333333,62.36895965,
Battlestar Galactica,1,NaN,
Fireblade,1.666666667,74.06369057,
futureU: The Prep Game for SAT,3.666666667,63.66666667,
BioShock: The Collection,1.333333333,62.5,6
Johnny,3.333333333,78.780542,
Just Dance: Disney Party 2,6.333333333,68.56142958,3
Tomb Raider: Legend,2.666666667,86.73911815,5
Boxing Fever,1.333333333,80.09067609,3
RoadKill,1.333333333,70,6
Discovery Kids: Spider Quest,1,NaN,3
Valkyrie Drive: Bhikkhuni,5,82.41231948,6
Koinu to Issho! 2,7.333333333,72.25,
