name,esrb,popularity,hypes,total_rating
Cake Mania: Main Street,NaN,1.333333333333333,NaN,54.43632467388605
Road Trip,NaN,2.666666666666667,NaN,NaN
Blood of Bahamut,NaN,1.333333333333333,NaN,50.0
Damnation,{'rating': 6},1.666666666666667,NaN,70.0
DaGeDar,{'rating': 3},1.333333333333333,NaN,69.9851183555783
Quiz Magic Academy DS: Futatsu no Jikuu Koku,NaN,1.333333333333333,NaN,60.0
Atelier Lilie: The Alchemist of Salburg 3,NaN,1.666666666666667,NaN,50.0
Supremacy MMA,{'rating': 6},1.333333333333333,NaN,70.0
Top Gun: Firestorm Advance,NaN,1.333333333333333,NaN,71.5
Justice League Heroes,{'rating': 5},1.333333333333333,NaN,NaN
Project Eden,{'rating': 5},2.0,NaN,72.78075120156649
Disney Art Academy,NaN,1.333333333333333,NaN,NaN
Pipe Mania,NaN,1.666666666666667,NaN,63.75
Nerf N-Strike,"{'synopsis': '', 'rating': 4}",2.333333333333333,NaN,NaN
Space Chimps,{'rating': 4},1.333333333333333,NaN,64.6682479274789
Sega Casino,NaN,5.333333333333333,NaN,NaN
Ben 10: Galactic Racing,"{'synopsis': '', 'rating': 4}",3.666666666666667,NaN,NaN
Ghosthunter,{'rating': 5},1.666666666666667,NaN,56.5
Junior Mystery Quest,{'rating': 3},2.0,NaN,48.5
Battlefield 3: Aftermath,"{'synopsis': '', 'rating': 6}",2.0,NaN,NaN
Family Gameshow,{'rating': 4},1.666666666666667,NaN,NaN
Family Party 90 Great Games,NaN,1.333333333333333,NaN,71.40545564583965
7: Molmorth no Kiheitai,NaN,3.0,NaN,NaN
Doraemon: Nobita's Treasure Island,NaN,2.666666666666667,NaN,NaN
Jimmie Johnson's Anything with an Engine,{'rating': 4},3.0,NaN,NaN
Hello Kitty's Cube Frenzy,"{'synopsis': '', 'rating': 3}",1.333333333333333,NaN,75.0
Are You Smarter Than a 5th Grader?,NaN,1.333333333333333,NaN,NaN
Spectral Force Genesis,NaN,3.0,NaN,NaN
Jikkyou Powerful Pro Yakyuu 2012 Ketteiban,NaN,1.0,NaN,NaN
Agatha Christie: Evil Under the Sun,{'rating': 5},1.333333333333333,NaN,80.5
World Championship Pool 2004,{'rating': 3},1.333333333333333,NaN,NaN
Astro Boy: Omega Factor,{'rating': 3},4.333333333333334,NaN,NaN
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Hōdai!,NaN,7.333333333333333,NaN,72.0694995161121
Fullmetal Alchemist: Dual Sympathy,{'rating': 5},1.333333333333333,NaN,73.5
Cardfight!! Vanguard: Ride to Victory!!,NaN,1.333333333333333,NaN,74.7158772193907
Last Rebellion,{'rating': 5},2.333333333333333,NaN,88.90338009703751
How to Train Your Dragon 2,NaN,1.333333333333333,NaN,NaN
Quantum Theory,NaN,1.333333333333333,NaN,73.125
Jikkyou Powerful Pro Yakyuu 2010,NaN,1.333333333333333,NaN,40.0
Reading Blaster 2000,NaN,1.0,NaN,59.4151073936217
Kanji Trainer Portable,NaN,1.666666666666667,NaN,71.5
Bass Pro Shops: The Hunt,{'rating': 5},1.333333333333333,NaN,86.29753742403621
Rugby 2005,{'rating': 3},7.0,NaN,NaN
Carnival Games: Wild West 3D,NaN,1.666666666666667,NaN,40.0
Ochaken no Heya,NaN,1.666666666666667,NaN,NaN
Ratchet & Clank Future: Quest for Booty,"{'synopsis': '', 'rating': 4}",1.666666666666667,NaN,83.3333333333333
V-Rally Edition '99,NaN,1.333333333333333,NaN,75.20608294828826
Strongest Habu Shogi,NaN,1.333333333333333,NaN,NaN
Castlevania: Dracula X,NaN,2.0,NaN,68.5
Golden Nugget 64,"{'synopsis': '', 'rating': 3}",13.0,NaN,70.0
Robotron 64,{'rating': 5},1.333333333333333,NaN,65.0
Batman Beyond: Return of the Joker,"{'synopsis': '', 'rating': 3}",1.333333333333333,NaN,89.3193549143478
Inazuma Eleven 3,NaN,1.0,NaN,67.84641771375371
Ski-Doo: Snowmobile Challenge,{'rating': 3},1.666666666666667,NaN,70.04829681166345
Naruto RPG 2: Chidori vs. Rasengan,NaN,8.0,NaN,72.5
Tunnel B1,NaN,1.333333333333333,NaN,NaN
2 In 1 Game Pack: Spider-Man + Spider-Man 2,{'rating': 3},1.666666666666667,NaN,NaN
Winter Stars,NaN,1.666666666666667,NaN,81.5779277939198
Go Play City Sports,{'rating': 3},1.333333333333333,NaN,66.0
Porsche Challenge,NaN,1.333333333333333,NaN,80.0
Dragon Ball Z - Shin Butouden,NaN,1.333333333333333,NaN,58.5
Beowulf: The Game,NaN,1.666666666666667,NaN,48.3333333333333
Super Robot Wars MX Portable,NaN,1.333333333333333,NaN,60.0
Mimana Iyar Chronicle,NaN,3.333333333333333,NaN,NaN
Detana!! TwinBee Yahho! Deluxe Pack,NaN,1.333333333333333,NaN,65.7
Shin Ken to Mahou to Gakuen Mono. Toki no Gakuen,NaN,1.666666666666667,NaN,NaN
Super Robot Taisen OG: The Moon Dwellers,NaN,2.333333333333333,NaN,72.83044296574005
Uta no Prince-sama MUSIC,NaN,1.333333333333333,NaN,30.0
Jambo! Safari Animal Rescue,NaN,1.666666666666667,NaN,NaN
Supreme Commander,NaN,1.333333333333333,NaN,74.18621487408126
Rurouni Kenshin: Juuyuushi Inbou Hen,NaN,1.333333333333333,NaN,65.8523357029335
Bleach: Heat the Soul 6,NaN,1.333333333333333,NaN,67.5
Roary the Racing Car,NaN,2.333333333333333,NaN,59.6666666666667
Ski and Shoot,{'rating': 3},4.333333333333334,NaN,NaN
Disgaea 1 Complete,{'rating': 1},1.333333333333333,NaN,75.5
Scrabble,{'rating': 3},1.333333333333333,NaN,68.4585867210038
Samurai Warriors 4: Empires,NaN,2.666666666666667,NaN,65.5
Action Man: Operation Extreme,{'rating': 5},2.0,NaN,80.0
BlazBlue: Continuum Shift Extend,"{'synopsis': ""This is a fighting game in which players engage in one-on-one battles with a variety of animal- and human-like characters. Players punch and kick opponents to drain their health meters; each fighter can also utilize special moves that include sword swipes, energy bursts, and magical attacks. Matches are highlighted by battle cries, impact sounds, and colorful light effects. One cutscene depicts characters with red blood splatter on their faces. During the course of the game, some sequences include sexual remarks (e.g., “You live to c*ckblock me, don't you?” “You can't talk about your junk to me! . . . Perv!” “Shut your pie-hole, you mouth-breathing pedophile” and “Are you here to fondle boobie lady's boobies, too?”). A gallery mode includes still images of female characters in provocative poses (e.g, bent over; holding covered breasts) or with partially exposed breasts and buttocks. The words “sh*t,” “b*tch” and “t*ts” also appear in the dialogue."", 'rating': 5}",1.333333333333333,NaN,70.0
Tornado Outbreak,{'rating': 4},1.333333333333333,NaN,65.0
Mystic Heroes,NaN,3.333333333333333,NaN,73.92843618553951
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,NaN,1.333333333333333,NaN,50.0
Defender,{'rating': 3},1.333333333333333,NaN,NaN
The Sims 2: Apartment Life,{'rating': 5},1.333333333333333,NaN,67.5
MLB Superstars,{'rating': 3},8.0,NaN,77.5
Captain Tsubasa: Aratanaru Densetsu Joshou,NaN,1.666666666666667,NaN,80.05615743178996
Remington Super Slam Hunting Alaska,NaN,14.33333333333333,NaN,60.0
Blood: The Last Vampire - Last Volume,NaN,1.0,NaN,76.0
Clockwork Knight,NaN,1.333333333333333,NaN,57.1020130417914
MotoGP 14,{'rating': 3},2.0,NaN,62.0
Freestyle Metal X,NaN,1.333333333333333,NaN,85.14493360587154
Prinny: Can I Really Be the Hero?,NaN,1.333333333333333,NaN,80.0
Sidewinder,NaN,1.333333333333333,NaN,60.0
iPyramid - Pyramid Solitaire,NaN,2.0,NaN,74.33325568385766
Burnout Paradise: The Ultimate Box,NaN,6.333333333333333,NaN,55.0
Kenka Bancho 2: Full Throttle,NaN,2.0,NaN,62.5
Zoids Assault,NaN,1.666666666666667,NaN,69.47766062585364
Pro Yakyuu Spirits 2014,NaN,1.333333333333333,NaN,74.375
Dark Angel: Vampire Apocalypse,NaN,2.333333333333333,NaN,58.92042183825665
The Mummy: Tomb of the Dragon Emperor,{'rating': 5},2.333333333333333,NaN,NaN
Spider-Man: Edge of Time,{'rating': 5},1.333333333333333,NaN,76.7937970679998
Mom-chan Diet Wii Figureobics by Jung Da-yeon,NaN,1.333333333333333,NaN,75.17269682925911
Karaoke Revolution Presents: American Idol Encore 2,NaN,6.0,NaN,57.4090909090909
