name,popularity,total_rating,esrb
Final Fantasy XI: Wings of the Goddess,7.0,NaN,
Fune Tarou,9.0,84.77519405418414,
Shark Tale,1.333333333333333,51.75,3.0
Fist of the North Star: Ken's Rage 2,1.333333333333333,80.0,6.0
MLB SlugFest 2004,1.333333333333333,60.9663251677691,
Teenage Mutant Ninja Turtles,1.333333333333333,73.1451850801689,3.0
Trace Memory,7.333333333333333,66.5,
FIFA Street 3,2.333333333333333,NaN,3.0
Mah Jong Quest,2.333333333333333,45.0,
Batman: The Brave and the Bold – The Videogame,1.333333333333333,84.3666130635893,4.0
Dragon Ball Z: Budokai Tenkaichi 2,1.333333333333333,NaN,
AMF Bowling 2004,1.333333333333333,NaN,3.0
Thief,3.0,72.5,6.0
Scooby-Doo! Night of 100 Frights,2.666666666666667,69.6077127703317,3.0
Just Dance Kids 2,1.666666666666667,83.3333333333333,3.0
RealSports Boxing,1.333333333333333,75.9276240196233,
Imagine: Makeup Artist,1.333333333333333,NaN,3.0
Grandia II,1.666666666666667,78.9472164106368,5.0
Syphon Filter: Dark Mirror,1.333333333333333,62.3167414030195,6.0
Front Mission Evolved,1.666666666666667,50.0,
Tom and Jerry Tales,1.333333333333333,82.1820766220927,3.0
Mini Ninjas,1.333333333333333,NaN,4.0
NieR,9.666666666666666,72.5,
The Bigs 2,1.0,65.93333333333335,3.0
X-Men Legends II: Rise of Apocalypse,1.333333333333333,71.3232845970985,5.0
Junior Brain Trainer,2.0,80.9374201982736,
The Chronicles of Riddick: Assault on Dark Athena,1.333333333333333,60.0,6.0
Need for Speed: Underground 2,1.666666666666667,72.7745353585607,3.0
Power Pro-Kun Pocket 4,1.333333333333333,NaN,
The Godfather: The Don's Edition,1.333333333333333,57.6,
Soul Sacrifice Delta,1.333333333333333,NaN,1.0
Guardian Heroes,1.333333333333333,85.7867685185814,5.0
Assassin's Creed IV: Black Flag,1.333333333333333,57.0,6.0
MLB Power Pros,1.0,53.3333333333333,3.0
Outlaw Golf,2.0,75.0,6.0
